IP Address,Vulnerability,Description
hackthissite.org,CVE-2009-4492,"WEBrick 1.3.1 in Ruby 1.8.6 through patchlevel 383, 1.8.7 through patchlevel 248, 1.8.8dev, 1.9.1 through patchlevel 376, and 1.9.2dev writes data to a log file without sanitizing non-printable characters, which might allow remote attackers to modify a window's title, or possibly execute arbitrary commands or overwrite files, via an HTTP request containing an escape sequence for a terminal emulator.
Per:  http://www.ruby-lang.org/en/news/2010/01/10/webrick-escape-sequence-injection


""Affected versions

    * Ruby 1.8.6 patchlevel 383 and all prior versions
    * Ruby 1.8.7 patchlevel 248 and all prior versions
    * Development versions of Ruby 1.8 (1.8.8dev)
    * Ruby 1.9.1 patchlevel 376 and all prior versions
    * Development versions of Ruby 1.9 (1.9.2dev)"""
hackthissite.org,CVE-2009-4492,"WEBrick 1.3.1 in Ruby 1.8.6 through patchlevel 383, 1.8.7 through patchlevel 248, 1.8.8dev, 1.9.1 through patchlevel 376, and 1.9.2dev writes data to a log file without sanitizing non-printable characters, which might allow remote attackers to modify a window's title, or possibly execute arbitrary commands or overwrite files, via an HTTP request containing an escape sequence for a terminal emulator.
Per:  http://www.ruby-lang.org/en/news/2010/01/10/webrick-escape-sequence-injection


""Affected versions

    * Ruby 1.8.6 patchlevel 383 and all prior versions
    * Ruby 1.8.7 patchlevel 248 and all prior versions
    * Development versions of Ruby 1.8 (1.8.8dev)
    * Ruby 1.9.1 patchlevel 376 and all prior versions
    * Development versions of Ruby 1.9 (1.9.2dev)"""
hackthissite.org,CVE-2009-4492,"WEBrick 1.3.1 in Ruby 1.8.6 through patchlevel 383, 1.8.7 through patchlevel 248, 1.8.8dev, 1.9.1 through patchlevel 376, and 1.9.2dev writes data to a log file without sanitizing non-printable characters, which might allow remote attackers to modify a window's title, or possibly execute arbitrary commands or overwrite files, via an HTTP request containing an escape sequence for a terminal emulator.
Per:  http://www.ruby-lang.org/en/news/2010/01/10/webrick-escape-sequence-injection


""Affected versions

    * Ruby 1.8.6 patchlevel 383 and all prior versions
    * Ruby 1.8.7 patchlevel 248 and all prior versions
    * Development versions of Ruby 1.8 (1.8.8dev)
    * Ruby 1.9.1 patchlevel 376 and all prior versions
    * Development versions of Ruby 1.9 (1.9.2dev)"""
hackthissite.org,CVE-2009-4492,"WEBrick 1.3.1 in Ruby 1.8.6 through patchlevel 383, 1.8.7 through patchlevel 248, 1.8.8dev, 1.9.1 through patchlevel 376, and 1.9.2dev writes data to a log file without sanitizing non-printable characters, which might allow remote attackers to modify a window's title, or possibly execute arbitrary commands or overwrite files, via an HTTP request containing an escape sequence for a terminal emulator.
Per:  http://www.ruby-lang.org/en/news/2010/01/10/webrick-escape-sequence-injection


""Affected versions

    * Ruby 1.8.6 patchlevel 383 and all prior versions
    * Ruby 1.8.7 patchlevel 248 and all prior versions
    * Development versions of Ruby 1.8 (1.8.8dev)
    * Ruby 1.9.1 patchlevel 376 and all prior versions
    * Development versions of Ruby 1.9 (1.9.2dev)"""
hackthissite.org,CVE-2009-4492,"WEBrick 1.3.1 in Ruby 1.8.6 through patchlevel 383, 1.8.7 through patchlevel 248, 1.8.8dev, 1.9.1 through patchlevel 376, and 1.9.2dev writes data to a log file without sanitizing non-printable characters, which might allow remote attackers to modify a window's title, or possibly execute arbitrary commands or overwrite files, via an HTTP request containing an escape sequence for a terminal emulator.
Per:  http://www.ruby-lang.org/en/news/2010/01/10/webrick-escape-sequence-injection


""Affected versions

    * Ruby 1.8.6 patchlevel 383 and all prior versions
    * Ruby 1.8.7 patchlevel 248 and all prior versions
    * Development versions of Ruby 1.8 (1.8.8dev)
    * Ruby 1.9.1 patchlevel 376 and all prior versions
    * Development versions of Ruby 1.9 (1.9.2dev)"""
hackthissite.org,CVE-2009-4492,"WEBrick 1.3.1 in Ruby 1.8.6 through patchlevel 383, 1.8.7 through patchlevel 248, 1.8.8dev, 1.9.1 through patchlevel 376, and 1.9.2dev writes data to a log file without sanitizing non-printable characters, which might allow remote attackers to modify a window's title, or possibly execute arbitrary commands or overwrite files, via an HTTP request containing an escape sequence for a terminal emulator.
Per:  http://www.ruby-lang.org/en/news/2010/01/10/webrick-escape-sequence-injection


""Affected versions

    * Ruby 1.8.6 patchlevel 383 and all prior versions
    * Ruby 1.8.7 patchlevel 248 and all prior versions
    * Development versions of Ruby 1.8 (1.8.8dev)
    * Ruby 1.9.1 patchlevel 376 and all prior versions
    * Development versions of Ruby 1.9 (1.9.2dev)"""
hackthissite.org,CVE-2009-4492,"WEBrick 1.3.1 in Ruby 1.8.6 through patchlevel 383, 1.8.7 through patchlevel 248, 1.8.8dev, 1.9.1 through patchlevel 376, and 1.9.2dev writes data to a log file without sanitizing non-printable characters, which might allow remote attackers to modify a window's title, or possibly execute arbitrary commands or overwrite files, via an HTTP request containing an escape sequence for a terminal emulator.
Per:  http://www.ruby-lang.org/en/news/2010/01/10/webrick-escape-sequence-injection


""Affected versions

    * Ruby 1.8.6 patchlevel 383 and all prior versions
    * Ruby 1.8.7 patchlevel 248 and all prior versions
    * Development versions of Ruby 1.8 (1.8.8dev)
    * Ruby 1.9.1 patchlevel 376 and all prior versions
    * Development versions of Ruby 1.9 (1.9.2dev)"""
hackthissite.org,CVE-2009-4492,"WEBrick 1.3.1 in Ruby 1.8.6 through patchlevel 383, 1.8.7 through patchlevel 248, 1.8.8dev, 1.9.1 through patchlevel 376, and 1.9.2dev writes data to a log file without sanitizing non-printable characters, which might allow remote attackers to modify a window's title, or possibly execute arbitrary commands or overwrite files, via an HTTP request containing an escape sequence for a terminal emulator.
Per:  http://www.ruby-lang.org/en/news/2010/01/10/webrick-escape-sequence-injection


""Affected versions

    * Ruby 1.8.6 patchlevel 383 and all prior versions
    * Ruby 1.8.7 patchlevel 248 and all prior versions
    * Development versions of Ruby 1.8 (1.8.8dev)
    * Ruby 1.9.1 patchlevel 376 and all prior versions
    * Development versions of Ruby 1.9 (1.9.2dev)"""
hackthissite.org,CVE-2009-4492,"WEBrick 1.3.1 in Ruby 1.8.6 through patchlevel 383, 1.8.7 through patchlevel 248, 1.8.8dev, 1.9.1 through patchlevel 376, and 1.9.2dev writes data to a log file without sanitizing non-printable characters, which might allow remote attackers to modify a window's title, or possibly execute arbitrary commands or overwrite files, via an HTTP request containing an escape sequence for a terminal emulator.
Per:  http://www.ruby-lang.org/en/news/2010/01/10/webrick-escape-sequence-injection


""Affected versions

    * Ruby 1.8.6 patchlevel 383 and all prior versions
    * Ruby 1.8.7 patchlevel 248 and all prior versions
    * Development versions of Ruby 1.8 (1.8.8dev)
    * Ruby 1.9.1 patchlevel 376 and all prior versions
    * Development versions of Ruby 1.9 (1.9.2dev)"""
hackthissite.org,CVE-2009-4492,"WEBrick 1.3.1 in Ruby 1.8.6 through patchlevel 383, 1.8.7 through patchlevel 248, 1.8.8dev, 1.9.1 through patchlevel 376, and 1.9.2dev writes data to a log file without sanitizing non-printable characters, which might allow remote attackers to modify a window's title, or possibly execute arbitrary commands or overwrite files, via an HTTP request containing an escape sequence for a terminal emulator.
Per:  http://www.ruby-lang.org/en/news/2010/01/10/webrick-escape-sequence-injection


""Affected versions

    * Ruby 1.8.6 patchlevel 383 and all prior versions
    * Ruby 1.8.7 patchlevel 248 and all prior versions
    * Development versions of Ruby 1.8 (1.8.8dev)
    * Ruby 1.9.1 patchlevel 376 and all prior versions
    * Development versions of Ruby 1.9 (1.9.2dev)"""
hackthissite.org,CVE-2009-4492,"WEBrick 1.3.1 in Ruby 1.8.6 through patchlevel 383, 1.8.7 through patchlevel 248, 1.8.8dev, 1.9.1 through patchlevel 376, and 1.9.2dev writes data to a log file without sanitizing non-printable characters, which might allow remote attackers to modify a window's title, or possibly execute arbitrary commands or overwrite files, via an HTTP request containing an escape sequence for a terminal emulator.
Per:  http://www.ruby-lang.org/en/news/2010/01/10/webrick-escape-sequence-injection


""Affected versions

    * Ruby 1.8.6 patchlevel 383 and all prior versions
    * Ruby 1.8.7 patchlevel 248 and all prior versions
    * Development versions of Ruby 1.8 (1.8.8dev)
    * Ruby 1.9.1 patchlevel 376 and all prior versions
    * Development versions of Ruby 1.9 (1.9.2dev)"""
hackthissite.org,CVE-2009-4492,"WEBrick 1.3.1 in Ruby 1.8.6 through patchlevel 383, 1.8.7 through patchlevel 248, 1.8.8dev, 1.9.1 through patchlevel 376, and 1.9.2dev writes data to a log file without sanitizing non-printable characters, which might allow remote attackers to modify a window's title, or possibly execute arbitrary commands or overwrite files, via an HTTP request containing an escape sequence for a terminal emulator.
Per:  http://www.ruby-lang.org/en/news/2010/01/10/webrick-escape-sequence-injection


""Affected versions

    * Ruby 1.8.6 patchlevel 383 and all prior versions
    * Ruby 1.8.7 patchlevel 248 and all prior versions
    * Development versions of Ruby 1.8 (1.8.8dev)
    * Ruby 1.9.1 patchlevel 376 and all prior versions
    * Development versions of Ruby 1.9 (1.9.2dev)"""
hackthissite.org,CVE-2009-4492,"WEBrick 1.3.1 in Ruby 1.8.6 through patchlevel 383, 1.8.7 through patchlevel 248, 1.8.8dev, 1.9.1 through patchlevel 376, and 1.9.2dev writes data to a log file without sanitizing non-printable characters, which might allow remote attackers to modify a window's title, or possibly execute arbitrary commands or overwrite files, via an HTTP request containing an escape sequence for a terminal emulator.
Per:  http://www.ruby-lang.org/en/news/2010/01/10/webrick-escape-sequence-injection


""Affected versions

    * Ruby 1.8.6 patchlevel 383 and all prior versions
    * Ruby 1.8.7 patchlevel 248 and all prior versions
    * Development versions of Ruby 1.8 (1.8.8dev)
    * Ruby 1.9.1 patchlevel 376 and all prior versions
    * Development versions of Ruby 1.9 (1.9.2dev)"""
hackthissite.org,CVE-2009-4492,"WEBrick 1.3.1 in Ruby 1.8.6 through patchlevel 383, 1.8.7 through patchlevel 248, 1.8.8dev, 1.9.1 through patchlevel 376, and 1.9.2dev writes data to a log file without sanitizing non-printable characters, which might allow remote attackers to modify a window's title, or possibly execute arbitrary commands or overwrite files, via an HTTP request containing an escape sequence for a terminal emulator.
Per:  http://www.ruby-lang.org/en/news/2010/01/10/webrick-escape-sequence-injection


""Affected versions

    * Ruby 1.8.6 patchlevel 383 and all prior versions
    * Ruby 1.8.7 patchlevel 248 and all prior versions
    * Development versions of Ruby 1.8 (1.8.8dev)
    * Ruby 1.9.1 patchlevel 376 and all prior versions
    * Development versions of Ruby 1.9 (1.9.2dev)"""
hackthissite.org,CVE-2009-4492,"WEBrick 1.3.1 in Ruby 1.8.6 through patchlevel 383, 1.8.7 through patchlevel 248, 1.8.8dev, 1.9.1 through patchlevel 376, and 1.9.2dev writes data to a log file without sanitizing non-printable characters, which might allow remote attackers to modify a window's title, or possibly execute arbitrary commands or overwrite files, via an HTTP request containing an escape sequence for a terminal emulator.
Per:  http://www.ruby-lang.org/en/news/2010/01/10/webrick-escape-sequence-injection


""Affected versions

    * Ruby 1.8.6 patchlevel 383 and all prior versions
    * Ruby 1.8.7 patchlevel 248 and all prior versions
    * Development versions of Ruby 1.8 (1.8.8dev)
    * Ruby 1.9.1 patchlevel 376 and all prior versions
    * Development versions of Ruby 1.9 (1.9.2dev)"""
hackthissite.org,CVE-2009-4492,"WEBrick 1.3.1 in Ruby 1.8.6 through patchlevel 383, 1.8.7 through patchlevel 248, 1.8.8dev, 1.9.1 through patchlevel 376, and 1.9.2dev writes data to a log file without sanitizing non-printable characters, which might allow remote attackers to modify a window's title, or possibly execute arbitrary commands or overwrite files, via an HTTP request containing an escape sequence for a terminal emulator.
Per:  http://www.ruby-lang.org/en/news/2010/01/10/webrick-escape-sequence-injection


""Affected versions

    * Ruby 1.8.6 patchlevel 383 and all prior versions
    * Ruby 1.8.7 patchlevel 248 and all prior versions
    * Development versions of Ruby 1.8 (1.8.8dev)
    * Ruby 1.9.1 patchlevel 376 and all prior versions
    * Development versions of Ruby 1.9 (1.9.2dev)"""
hackthissite.org,CVE-2009-4492,"WEBrick 1.3.1 in Ruby 1.8.6 through patchlevel 383, 1.8.7 through patchlevel 248, 1.8.8dev, 1.9.1 through patchlevel 376, and 1.9.2dev writes data to a log file without sanitizing non-printable characters, which might allow remote attackers to modify a window's title, or possibly execute arbitrary commands or overwrite files, via an HTTP request containing an escape sequence for a terminal emulator.
Per:  http://www.ruby-lang.org/en/news/2010/01/10/webrick-escape-sequence-injection


""Affected versions

    * Ruby 1.8.6 patchlevel 383 and all prior versions
    * Ruby 1.8.7 patchlevel 248 and all prior versions
    * Development versions of Ruby 1.8 (1.8.8dev)
    * Ruby 1.9.1 patchlevel 376 and all prior versions
    * Development versions of Ruby 1.9 (1.9.2dev)"""
hackthissite.org,CVE-2009-4492,"WEBrick 1.3.1 in Ruby 1.8.6 through patchlevel 383, 1.8.7 through patchlevel 248, 1.8.8dev, 1.9.1 through patchlevel 376, and 1.9.2dev writes data to a log file without sanitizing non-printable characters, which might allow remote attackers to modify a window's title, or possibly execute arbitrary commands or overwrite files, via an HTTP request containing an escape sequence for a terminal emulator.
Per:  http://www.ruby-lang.org/en/news/2010/01/10/webrick-escape-sequence-injection


""Affected versions

    * Ruby 1.8.6 patchlevel 383 and all prior versions
    * Ruby 1.8.7 patchlevel 248 and all prior versions
    * Development versions of Ruby 1.8 (1.8.8dev)
    * Ruby 1.9.1 patchlevel 376 and all prior versions
    * Development versions of Ruby 1.9 (1.9.2dev)"""
hackthissite.org,CVE-2009-4492,"WEBrick 1.3.1 in Ruby 1.8.6 through patchlevel 383, 1.8.7 through patchlevel 248, 1.8.8dev, 1.9.1 through patchlevel 376, and 1.9.2dev writes data to a log file without sanitizing non-printable characters, which might allow remote attackers to modify a window's title, or possibly execute arbitrary commands or overwrite files, via an HTTP request containing an escape sequence for a terminal emulator.
Per:  http://www.ruby-lang.org/en/news/2010/01/10/webrick-escape-sequence-injection


""Affected versions

    * Ruby 1.8.6 patchlevel 383 and all prior versions
    * Ruby 1.8.7 patchlevel 248 and all prior versions
    * Development versions of Ruby 1.8 (1.8.8dev)
    * Ruby 1.9.1 patchlevel 376 and all prior versions
    * Development versions of Ruby 1.9 (1.9.2dev)"""
hackthissite.org,CVE-2009-4492,"WEBrick 1.3.1 in Ruby 1.8.6 through patchlevel 383, 1.8.7 through patchlevel 248, 1.8.8dev, 1.9.1 through patchlevel 376, and 1.9.2dev writes data to a log file without sanitizing non-printable characters, which might allow remote attackers to modify a window's title, or possibly execute arbitrary commands or overwrite files, via an HTTP request containing an escape sequence for a terminal emulator.
Per:  http://www.ruby-lang.org/en/news/2010/01/10/webrick-escape-sequence-injection


""Affected versions

    * Ruby 1.8.6 patchlevel 383 and all prior versions
    * Ruby 1.8.7 patchlevel 248 and all prior versions
    * Development versions of Ruby 1.8 (1.8.8dev)
    * Ruby 1.9.1 patchlevel 376 and all prior versions
    * Development versions of Ruby 1.9 (1.9.2dev)"""
hackthissite.org,CVE-2009-4492,"WEBrick 1.3.1 in Ruby 1.8.6 through patchlevel 383, 1.8.7 through patchlevel 248, 1.8.8dev, 1.9.1 through patchlevel 376, and 1.9.2dev writes data to a log file without sanitizing non-printable characters, which might allow remote attackers to modify a window's title, or possibly execute arbitrary commands or overwrite files, via an HTTP request containing an escape sequence for a terminal emulator.
Per:  http://www.ruby-lang.org/en/news/2010/01/10/webrick-escape-sequence-injection


""Affected versions

    * Ruby 1.8.6 patchlevel 383 and all prior versions
    * Ruby 1.8.7 patchlevel 248 and all prior versions
    * Development versions of Ruby 1.8 (1.8.8dev)
    * Ruby 1.9.1 patchlevel 376 and all prior versions
    * Development versions of Ruby 1.9 (1.9.2dev)"""
hackthissite.org,CVE-2009-4492,"WEBrick 1.3.1 in Ruby 1.8.6 through patchlevel 383, 1.8.7 through patchlevel 248, 1.8.8dev, 1.9.1 through patchlevel 376, and 1.9.2dev writes data to a log file without sanitizing non-printable characters, which might allow remote attackers to modify a window's title, or possibly execute arbitrary commands or overwrite files, via an HTTP request containing an escape sequence for a terminal emulator.
Per:  http://www.ruby-lang.org/en/news/2010/01/10/webrick-escape-sequence-injection


""Affected versions

    * Ruby 1.8.6 patchlevel 383 and all prior versions
    * Ruby 1.8.7 patchlevel 248 and all prior versions
    * Development versions of Ruby 1.8 (1.8.8dev)
    * Ruby 1.9.1 patchlevel 376 and all prior versions
    * Development versions of Ruby 1.9 (1.9.2dev)"""
hackthissite.org,CVE-2009-4492,"WEBrick 1.3.1 in Ruby 1.8.6 through patchlevel 383, 1.8.7 through patchlevel 248, 1.8.8dev, 1.9.1 through patchlevel 376, and 1.9.2dev writes data to a log file without sanitizing non-printable characters, which might allow remote attackers to modify a window's title, or possibly execute arbitrary commands or overwrite files, via an HTTP request containing an escape sequence for a terminal emulator.
Per:  http://www.ruby-lang.org/en/news/2010/01/10/webrick-escape-sequence-injection


""Affected versions

    * Ruby 1.8.6 patchlevel 383 and all prior versions
    * Ruby 1.8.7 patchlevel 248 and all prior versions
    * Development versions of Ruby 1.8 (1.8.8dev)
    * Ruby 1.9.1 patchlevel 376 and all prior versions
    * Development versions of Ruby 1.9 (1.9.2dev)"""
hackthissite.org,CVE-2009-4492,"WEBrick 1.3.1 in Ruby 1.8.6 through patchlevel 383, 1.8.7 through patchlevel 248, 1.8.8dev, 1.9.1 through patchlevel 376, and 1.9.2dev writes data to a log file without sanitizing non-printable characters, which might allow remote attackers to modify a window's title, or possibly execute arbitrary commands or overwrite files, via an HTTP request containing an escape sequence for a terminal emulator.
Per:  http://www.ruby-lang.org/en/news/2010/01/10/webrick-escape-sequence-injection


""Affected versions

    * Ruby 1.8.6 patchlevel 383 and all prior versions
    * Ruby 1.8.7 patchlevel 248 and all prior versions
    * Development versions of Ruby 1.8 (1.8.8dev)
    * Ruby 1.9.1 patchlevel 376 and all prior versions
    * Development versions of Ruby 1.9 (1.9.2dev)"""
hackthissite.org,CVE-2009-4492,"WEBrick 1.3.1 in Ruby 1.8.6 through patchlevel 383, 1.8.7 through patchlevel 248, 1.8.8dev, 1.9.1 through patchlevel 376, and 1.9.2dev writes data to a log file without sanitizing non-printable characters, which might allow remote attackers to modify a window's title, or possibly execute arbitrary commands or overwrite files, via an HTTP request containing an escape sequence for a terminal emulator.
Per:  http://www.ruby-lang.org/en/news/2010/01/10/webrick-escape-sequence-injection


""Affected versions

    * Ruby 1.8.6 patchlevel 383 and all prior versions
    * Ruby 1.8.7 patchlevel 248 and all prior versions
    * Development versions of Ruby 1.8 (1.8.8dev)
    * Ruby 1.9.1 patchlevel 376 and all prior versions
    * Development versions of Ruby 1.9 (1.9.2dev)"""
hackthissite.org,CVE-2009-4492,"WEBrick 1.3.1 in Ruby 1.8.6 through patchlevel 383, 1.8.7 through patchlevel 248, 1.8.8dev, 1.9.1 through patchlevel 376, and 1.9.2dev writes data to a log file without sanitizing non-printable characters, which might allow remote attackers to modify a window's title, or possibly execute arbitrary commands or overwrite files, via an HTTP request containing an escape sequence for a terminal emulator.
Per:  http://www.ruby-lang.org/en/news/2010/01/10/webrick-escape-sequence-injection


""Affected versions

    * Ruby 1.8.6 patchlevel 383 and all prior versions
    * Ruby 1.8.7 patchlevel 248 and all prior versions
    * Development versions of Ruby 1.8 (1.8.8dev)
    * Ruby 1.9.1 patchlevel 376 and all prior versions
    * Development versions of Ruby 1.9 (1.9.2dev)"""
hackthissite.org,CVE-2009-3877,"Unspecified vulnerability in Sun Java SE in JDK and JRE 5.0 before Update 22, JDK and JRE 6 before Update 17, SDK and JRE 1.3.x before 1.3.1_27, and SDK and JRE 1.4.x before 1.4.2_24 allows remote attackers to cause a denial of service (memory consumption) via crafted HTTP headers, which are not properly parsed by the ASN.1 DER input stream parser, aka Bug Id 6864911."
hackthissite.org,CVE-2009-0164,"The web interface for CUPS before 1.3.10 does not validate the HTTP Host header in a client request, which makes it easier for remote attackers to conduct DNS rebinding attacks."
hackthissite.org,CVE-2008-1385,Cross-site scripting (XSS) vulnerability in the Top Referrers (aka referrer) plugin in Serendipity (S9Y) before 1.3.1 allows remote attackers to inject arbitrary web script or HTML via the Referer HTTP header.
hackthissite.org,CVE-2007-5274,"Sun Java Runtime Environment (JRE) in JDK and JRE 6 Update 2 and earlier, JDK and JRE 5.0 Update 12 and earlier, SDK and JRE 1.4.2_15 and earlier, and SDK and JRE 1.3.1_20 and earlier, when Firefox or Opera is used, allows remote attackers to violate the security model for JavaScript outbound connections via a multi-pin DNS rebinding attack dependent on the LiveConnect API, in which JavaScript download relies on DNS resolution by the browser, but JavaScript socket operations rely on separate DNS resolution by a Java Virtual Machine (JVM), a different issue than CVE-2007-5273.  NOTE: this is similar to CVE-2007-5232."
hackthissite.org,CVE-2007-5273,"Sun Java Runtime Environment (JRE) in JDK and JRE 6 Update 2 and earlier, JDK and JRE 5.0 Update 12 and earlier, SDK and JRE 1.4.2_15 and earlier, and SDK and JRE 1.3.1_20 and earlier, when an HTTP proxy server is used, allows remote attackers to violate the security model for an applet's outbound connections via a multi-pin DNS rebinding attack in which the applet download relies on DNS resolution on the proxy server, but the applet's socket operations rely on DNS resolution on the local machine, a different issue than CVE-2007-5274. NOTE: this is similar to CVE-2007-5232."
hackthissite.org,CVE-2007-5232,"Sun Java Runtime Environment (JRE) in JDK and JRE 6 Update 2 and earlier, JDK and JRE 5.0 Update 12 and earlier, SDK and JRE 1.4.2_15 and earlier, and SDK and JRE 1.3.1_20 and earlier, when applet caching is enabled, allows remote attackers to violate the security model for an applet's outbound connections via a DNS rebinding attack."
hackthissite.org,CVE-2007-0760,"EQdkp 1.3.1 and earlier authenticates administrative requests by verifying that the HTTP Referer header specifies an admin/ URL, which allows remote attackers to read or modify account names and passwords via a spoofed Referer."
hackthissite.org,CVE-2005-2088,"The Apache HTTP server before 1.3.34, and 2.0.x before 2.0.55, when acting as an HTTP proxy, allows remote attackers to poison the web cache, bypass web application firewall protection, and conduct XSS attacks via an HTTP request with both a ""Transfer-Encoding: chunked"" header and a Content-Length header, which causes Apache to incorrectly handle and forward the body of the request in a way that causes the receiving server to process it as a separate HTTP request, aka ""HTTP Request Smuggling."""
hackthissite.org,CVE-2005-1760,"sysreport 1.3.15 and earlier includes contents of the up2date file in a report, which leaks the password for a proxy server in plaintext and allows local users to gain privileges."
hackthissite.org,CVE-2004-2762,"The server in IBM Tivoli Storage Manager (TSM) 4.2.x on MVS, 5.1.9.x before 5.1.9.1, 5.1.x before 5.1.10, 5.2.2.x before 5.2.2.3, 5.2.x before 5.2.3, 5.3.x before 5.3.0, and 6.x before 6.1, when the HTTP communication method is enabled, allows remote attackers to cause a denial of service (daemon crash or hang) via unspecified HTTP traffic, as demonstrated by the IBM port scanner 1.3.1."
hackthissite.org,CVE-2004-2124,"The register_globals simulation capability in Gallery 1.3.1 through 1.4.1 allows remote attackers to modify the HTTP_POST_VARS variable and conduct a PHP remote file inclusion attack via the GALLERY_BASEDIR parameter, a different vulnerability than CVE-2002-1412."
hackthissite.org,CVE-2004-0700,Format string vulnerability in the mod_proxy hook functions function in ssl_engine_log.c in mod_ssl before 2.8.19 for Apache before 1.3.31 may allow remote attackers to execute arbitrary messages via format string specifiers in certain log messages for HTTPS that are handled by the ssl_log function.
hackthissite.org,CVE-2004-0492,"Heap-based buffer overflow in proxy_util.c for mod_proxy in Apache 1.3.25 to 1.3.31 allows remote attackers to cause a denial of service (process crash) and possibly execute arbitrary code via a negative Content-Length HTTP header field, which causes a large amount of data to be copied."
hackthissite.org,CVE-2003-1580,"The Apache HTTP Server 2.0.44, when DNS resolution is enabled for client IP addresses, uses a logging format that does not identify whether a dotted quad represents an unresolved IP address, which allows remote attackers to spoof IP addresses via crafted DNS responses containing numerical top-level domains, as demonstrated by a forged 123.123.123.123 domain name, related to an ""Inverse Lookup Log Corruption (ILLC)"" issue."
hackthissite.org,CVE-2002-2012,"Unknown vulnerability in Apache 1.3.19 running on HP Secure OS for Linux 1.0 allows remote attackers to cause ""unexpected results"" via an HTTP request."
hackthissite.org,CVE-2002-1412,Gallery photo album package before 1.3.1 allows local and possibly remote attackers to execute arbitrary code via a modified GALLERY_BASEDIR variable that points to a directory or URL that contains a Trojan horse init.php script.
hackthissite.org,CVE-2002-0177,Buffer overflows in icecast 1.3.11 and earlier allows remote attackers to execute arbitrary code via a long HTTP GET request from an MP3 client.
hackthissite.org,CVE-2001-1083,"Icecast 1.3.7, and other versions before 1.3.11 with HTTP server file streaming support enabled allows remote attackers to cause a denial of service (crash) via a URL that ends in . (dot), / (forward slash), or \ (backward slash)."
hackthissite.org,CVE-2001-0925,"The default installation of Apache before 1.3.19 allows remote attackers to list directories instead of the multiview index.html file via an HTTP request for a path that contains many / (slash) characters, which causes the path to be mishandled by (1) mod_negotiation, (2) mod_dir, or (3) mod_autoindex."
hackthissite.org,CVE-2001-0399,Caucho Resin 1.3b1 and earlier allows remote attackers to read source code for Javabean files by inserting a .jsp before the WEB-INF specifier in an HTTP request.
hackthissite.org,CVE-2001-0129,Buffer overflow in Tinyproxy HTTP proxy 1.3.3 and earlier allows remote attackers to cause a denial of service and possibly execute arbitrary commands via a long connect request.
hackthissite.org,CVE-2000-1206,"Vulnerability in Apache httpd before 1.3.11, when configured for mass virtual hosting using mod_rewrite, or mod_vhost_alias in Apache 1.3.9, allows remote attackers to retrieve arbitrary files."
hackthissite.org,CVE-2000-0869,"The default configuration of Apache 1.3.12 in SuSE Linux 6.4 enables WebDAV, which allows remote attackers to list arbitrary directories via the PROPFIND HTTP request method."
